,tmpf,dwpf,relh,drct,sknt,alti,vsby,skyl1,feel,skyc1_BKN,skyc1_FEW,skyc1_NSC,skyc1_OVC,skyc1_SCT,skyc1_VV ,month_Apr,month_Aug,month_Dec,month_Feb,month_Jan,month_Jul,month_Jun,month_Mar,month_May,month_Nov,month_Oct,month_Sep,dayofweek_flag_Fri,dayofweek_flag_Mon,dayofweek_flag_Sat,dayofweek_flag_Sun,dayofweek_flag_Thurs,dayofweek_flag_Tues,dayofweek_flag_Wed,season_flag_autumn,season_flag_spring,season_flag_summer,season_flag_winter,fr_code_IFR,fr_code_LIFR,fr_code_MVFR,fr_code_VFR
39970,60.8,59.0,93.79,0.0,2.0,30.03,1.86,300.0,60.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
29859,50.0,48.2,93.5,150.0,2.0,30.09,4.35,3000.0,50.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
8467,68.0,64.4,88.26,80.0,1.0,29.91,6.21,2000.0,68.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
31279,91.4,35.6,14.02,340.0,3.0,30.0,6.21,3000.0,87.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
39888,68.0,64.4,88.26,80.0,5.0,29.88,2.49,4000.0,68.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
31747,73.4,62.6,68.94,190.0,3.0,30.06,6.21,3000.0,73.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26054,86.0,62.6,45.61,140.0,3.0,29.97,6.21,4000.0,86.72,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
26612,71.6,62.6,73.27,160.0,11.0,29.88,6.21,3500.0,71.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
24154,71.6,62.6,73.27,40.0,5.0,30.12,4.97,1500.0,71.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
14584,48.2,46.4,93.45,0.0,0.0,30.27,4.35,1300.0,48.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
31457,64.4,57.2,77.45,120.0,5.0,30.21,6.21,3000.0,64.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
8205,62.6,57.2,82.5,130.0,9.0,30.09,6.21,1700.0,62.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
37300,55.4,51.8,87.65,150.0,5.0,30.21,6.21,3000.0,55.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11475,62.6,60.8,93.83,210.0,4.0,30.12,3.73,2000.0,62.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
21270,59.0,57.2,93.74,0.0,0.0,30.21,4.35,2000.0,59.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
31047,64.4,50.0,59.5,50.0,2.0,30.27,6.21,3000.0,64.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
37318,75.2,39.2,27.26,220.0,3.0,30.12,6.21,3000.0,75.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7229,66.2,53.6,63.82,90.0,9.0,30.21,6.21,2500.0,66.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
34241,66.2,60.8,82.74,170.0,3.0,30.0,6.21,2000.0,66.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
40606,78.8,60.8,54.05,130.0,11.0,29.83,6.21,4500.0,78.8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
39020,64.4,62.6,93.88,80.0,2.0,29.97,4.97,1500.0,64.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
16822,57.2,53.6,87.74,120.0,1.0,30.18,6.21,1500.0,57.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
23332,62.6,57.2,82.5,70.0,5.0,30.27,6.21,1300.0,62.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5871,66.2,48.2,52.25,180.0,2.0,30.18,6.21,3000.0,66.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
27358,68.0,66.2,93.97,50.0,2.0,30.0,4.35,2000.0,68.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2153,77.0,57.2,50.43,240.0,3.0,30.15,6.21,3000.0,77.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12730,77.0,59.0,53.8,230.0,1.0,30.21,6.21,3000.0,77.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
27050,69.8,66.2,88.34,0.0,0.0,29.97,5.59,3000.0,69.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
17332,89.6,66.2,46.14,270.0,7.0,29.88,6.21,3000.0,92.27,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3567,59.0,57.2,93.74,110.0,2.0,30.09,6.21,1500.0,59.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
686,71.6,71.6,100.0,50.0,3.0,30.12,6.21,1800.0,73.16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
8005,71.6,64.4,78.04,170.0,8.0,29.88,6.21,2000.0,71.6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
18536,75.2,69.8,83.32,110.0,2.0,30.0,6.21,4000.0,76.34,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39840,68.0,57.2,68.35,60.0,5.0,30.12,6.21,2000.0,68.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7757,71.6,62.6,73.27,30.0,5.0,30.09,6.21,2000.0,71.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
36954,59.0,57.2,93.74,30.0,4.0,30.21,2.49,700.0,59.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
11545,62.6,60.8,93.83,0.0,0.0,30.15,3.73,1200.0,62.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
39365,71.6,57.2,60.44,130.0,6.0,30.03,6.21,2500.0,71.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
17864,80.6,69.8,69.71,180.0,2.0,29.7,6.21,3000.0,83.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
40289,75.2,53.6,46.98,240.0,5.0,29.97,6.21,3000.0,75.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
38332,68.0,55.4,64.04,150.0,16.0,30.18,6.21,4000.0,68.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10935,80.6,64.4,57.84,40.0,4.0,30.0,6.21,2200.0,82.27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
31027,60.8,48.2,63.15,360.0,3.0,30.3,6.21,3000.0,60.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
4623,77.0,53.6,44.25,20.0,4.0,30.12,6.21,3000.0,77.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8962,68.0,64.4,88.26,0.0,0.0,29.97,4.97,2000.0,68.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
16794,62.6,60.8,93.83,90.0,2.0,30.09,6.21,1600.0,62.6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32615,71.6,66.2,83.09,20.0,2.0,30.0,6.21,3000.0,71.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
8520,77.0,66.2,69.33,100.0,1.0,30.03,6.21,1800.0,77.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
30481,73.4,55.4,53.29,130.0,12.0,30.21,6.21,4000.0,73.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
16994,84.2,68.0,58.32,80.0,3.0,30.15,5.59,4000.0,87.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
33615,84.2,66.2,54.8,0.0,0.0,30.0,6.21,3000.0,86.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
26812,71.6,69.8,94.06,0.0,0.0,30.0,5.59,4000.0,71.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3391,77.0,55.4,47.25,210.0,1.0,30.12,6.21,3000.0,77.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
14424,73.4,57.2,56.88,50.0,7.0,30.18,6.21,3000.0,73.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
40162,73.4,60.8,64.69,120.0,6.0,29.97,6.21,3000.0,73.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
35937,62.6,57.2,82.5,180.0,5.0,30.12,6.21,3000.0,62.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
29656,66.2,55.4,68.15,260.0,5.0,30.09,6.21,4000.0,66.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12420,64.4,62.6,93.88,210.0,3.0,30.0,6.21,3000.0,64.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1181,73.4,66.2,78.19,0.0,0.0,30.06,6.21,1000.0,73.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
34461,77.0,66.2,69.33,140.0,15.0,29.88,6.21,3000.0,77.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
690,71.6,71.6,100.0,130.0,6.0,30.12,6.21,2000.0,73.16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
11861,64.4,60.8,88.09,10.0,3.0,30.15,2.8,1000.0,64.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
11697,68.0,64.4,88.26,110.0,3.0,30.24,2.49,1700.0,68.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
22786,57.2,50.0,76.82,70.0,1.0,30.45,4.35,1600.0,57.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
9199,71.6,68.0,88.43,110.0,2.0,29.97,6.21,4000.0,72.62,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
27518,71.6,64.4,78.04,180.0,5.0,30.09,6.21,1700.0,71.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
29778,62.6,53.6,72.38,70.0,2.0,30.21,6.21,3000.0,62.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
23904,62.6,57.2,82.5,120.0,8.0,30.09,6.21,3000.0,62.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
24510,68.0,60.8,77.75,160.0,7.0,30.03,6.21,1700.0,68.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1377,75.2,68.0,78.34,300.0,2.0,30.03,6.21,1700.0,75.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
29216,78.8,55.4,44.52,10.0,3.0,30.12,6.21,3000.0,78.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
10233,68.0,66.2,93.97,0.0,0.0,29.91,3.73,1500.0,68.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
29266,60.8,50.0,67.54,250.0,12.0,30.06,6.21,4000.0,60.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
34383,86.0,59.0,40.14,270.0,11.0,29.8,6.21,3500.0,85.47,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1589,73.4,68.0,83.21,90.0,3.0,30.06,6.21,2000.0,73.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
24398,69.8,59.0,68.55,350.0,4.0,29.91,6.21,2500.0,69.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
13012,64.4,60.8,88.09,340.0,4.0,30.12,1.86,800.0,64.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
12522,64.4,60.8,88.09,70.0,1.0,30.09,6.21,2000.0,64.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3617,57.2,51.8,82.12,200.0,7.0,30.09,6.21,3000.0,57.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
27538,68.0,64.4,88.26,0.0,0.0,30.09,6.21,700.0,68.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
33509,77.0,62.6,61.13,230.0,6.0,29.97,6.21,3000.0,77.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
24356,71.6,62.6,73.27,180.0,4.0,30.03,6.21,2500.0,71.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
17346,68.0,66.2,93.97,0.0,0.0,29.94,6.21,1300.0,68.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
21454,64.4,60.8,88.09,210.0,3.0,30.3,6.21,4000.0,64.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
17912,78.8,68.0,69.52,160.0,9.0,30.03,6.21,4000.0,81.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
38034,71.6,57.2,60.44,130.0,5.0,30.03,6.21,3000.0,71.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
32583,82.4,66.2,58.08,180.0,3.0,29.91,6.21,3000.0,84.63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6357,82.4,53.6,37.07,200.0,3.0,30.06,6.21,3000.0,82.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
8149,69.8,66.2,88.34,150.0,5.0,29.74,6.21,2500.0,69.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
4619,71.6,57.2,60.44,350.0,3.0,30.24,6.21,3000.0,71.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20342,80.6,68.0,65.54,80.0,5.0,30.12,6.21,2000.0,83.29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
33263,69.8,68.0,94.01,360.0,4.0,29.94,6.21,800.0,69.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
27806,82.4,60.8,48.05,170.0,3.0,30.03,6.21,3000.0,82.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
5697,82.4,48.2,30.35,210.0,3.0,30.03,6.21,3000.0,80.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
23656,84.2,62.6,48.32,240.0,7.0,29.94,3.11,3000.0,85.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
13500,66.2,59.0,77.6,140.0,13.0,30.21,6.21,3000.0,66.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
34901,69.8,66.2,88.34,0.0,2.0,30.03,3.11,2000.0,69.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3935,59.0,57.2,93.74,90.0,4.0,30.24,5.59,1500.0,59.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
10719,82.4,66.2,58.08,40.0,4.0,30.09,6.21,3700.0,84.63,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
18214,69.8,66.2,88.34,170.0,1.0,30.09,4.97,1300.0,69.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
11125,75.2,62.6,64.91,70.0,5.0,30.27,6.21,3000.0,75.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
33187,75.2,62.6,64.91,70.0,4.0,29.94,6.21,3000.0,75.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
25212,66.2,55.4,68.15,130.0,8.0,30.09,6.21,2500.0,66.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
16588,78.8,66.2,65.33,50.0,4.0,30.03,6.21,2000.0,80.82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
23664,73.4,62.6,68.94,180.0,5.0,30.06,6.21,3000.0,73.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
19950,59.0,57.2,93.74,0.0,0.0,29.97,2.49,1000.0,59.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1091,77.0,66.2,69.33,50.0,7.0,30.21,6.21,3000.0,77.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
27720,68.0,59.0,72.92,120.0,6.0,30.06,6.21,2000.0,68.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
963,73.4,62.6,68.94,130.0,5.0,30.03,6.21,3000.0,73.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
38371,71.6,57.2,60.44,130.0,12.0,30.12,6.21,4000.0,71.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
19290,71.6,64.4,78.04,30.0,4.0,30.12,6.21,2500.0,71.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
13102,59.0,57.2,93.74,0.0,0.0,30.09,3.73,1200.0,59.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
7549,86.0,57.2,37.62,40.0,5.0,29.91,6.21,3000.0,84.97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
32435,69.8,55.4,60.21,150.0,13.0,29.94,6.21,4000.0,69.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
30293,66.2,55.4,68.15,30.0,6.0,30.18,6.21,3000.0,66.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
20502,64.4,62.6,93.88,0.0,0.0,29.97,3.73,1000.0,64.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
27414,64.4,59.0,82.62,90.0,3.0,30.03,6.21,2500.0,64.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
14152,59.0,55.4,87.83,100.0,5.0,30.27,6.21,4000.0,59.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2557,69.8,60.8,73.09,160.0,4.0,30.18,6.21,2000.0,69.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
20542,69.8,66.2,88.34,190.0,4.0,30.12,6.21,3000.0,69.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
32219,77.0,62.6,61.13,90.0,4.0,29.91,6.21,2000.0,77.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
24462,60.8,57.2,87.92,110.0,2.0,30.0,3.73,1500.0,60.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
23144,53.6,51.8,93.6,0.0,0.0,30.12,4.97,3000.0,53.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
40065,69.8,64.4,82.98,260.0,3.0,29.83,6.21,1500.0,69.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
7587,68.0,62.6,82.86,300.0,3.0,30.0,6.21,4500.0,68.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
26846,86.0,66.2,51.72,280.0,11.0,30.0,6.21,3500.0,88.39,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
20032,84.2,64.4,51.47,230.0,2.0,29.97,6.21,4000.0,85.71,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
12335,57.2,53.6,87.74,210.0,2.0,30.3,4.97,1000.0,57.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
11079,78.8,64.4,61.36,30.0,4.0,30.15,6.21,4000.0,80.56,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
