,tmpf,dwpf,relh,drct,sknt,alti,vsby,skyl1,feel,skyc1_BKN,skyc1_FEW,skyc1_NSC,skyc1_OVC,skyc1_SCT,skyc1_VV ,month_Apr,month_Aug,month_Dec,month_Feb,month_Jan,month_Jul,month_Jun,month_Mar,month_May,month_Nov,month_Oct,month_Sep,dayofweek_flag_Fri,dayofweek_flag_Mon,dayofweek_flag_Sat,dayofweek_flag_Sun,dayofweek_flag_Thurs,dayofweek_flag_Tues,dayofweek_flag_Wed,season_flag_autumn,season_flag_spring,season_flag_summer,season_flag_winter,fr_code_IFR,fr_code_LIFR,fr_code_MVFR,fr_code_VFR
31953,66.2,51.8,59.74,160.0,13.0,30.09,6.21,3000.0,66.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
23252,66.2,62.6,88.18,250.0,4.0,30.12,3.73,2000.0,66.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
21554,59.0,55.4,87.83,10.0,1.0,30.03,6.21,2000.0,59.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
27920,68.0,64.4,88.26,140.0,4.0,30.03,4.97,4000.0,68.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
17144,71.6,66.2,83.09,30.0,7.0,29.91,6.21,4500.0,71.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
28714,62.6,59.0,88.0,50.0,2.0,30.18,2.49,1300.0,62.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12926,66.2,57.2,72.74,120.0,3.0,30.15,6.21,3000.0,66.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
11227,73.4,57.2,56.88,140.0,11.0,30.21,6.21,4000.0,73.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
32661,77.0,66.2,69.33,190.0,8.0,29.83,6.21,2000.0,77.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
25124,69.8,62.6,77.9,130.0,11.0,30.03,6.21,4000.0,69.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
20740,59.0,57.2,93.74,190.0,1.0,30.06,1.24,500.0,59.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
7301,69.8,62.6,77.9,200.0,8.0,30.0,6.21,1500.0,69.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
34303,80.6,64.4,57.84,50.0,4.0,30.03,6.21,3000.0,82.27,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
17174,71.6,71.6,100.0,200.0,2.0,29.97,1.86,600.0,73.16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
33995,69.8,66.2,88.34,20.0,2.0,30.03,3.11,700.0,69.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
18998,71.6,69.8,94.06,300.0,4.0,30.03,5.59,1500.0,72.88,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3849,57.2,55.4,93.69,320.0,2.0,30.15,1.86,500.0,57.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
30593,73.4,53.6,49.9,190.0,2.0,30.27,6.21,3700.0,73.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1223,75.2,64.4,69.14,130.0,13.0,30.15,6.21,2000.0,75.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
7811,80.6,62.6,54.3,290.0,9.0,29.85,6.21,4000.0,81.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
24696,68.0,64.4,88.26,270.0,3.0,30.0,6.21,3000.0,68.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
11109,82.4,59.0,45.07,10.0,1.0,30.09,6.21,4000.0,82.46,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
3329,62.6,60.8,93.83,90.0,3.0,30.06,6.21,800.0,62.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
36778,68.0,50.0,52.51,0.0,0.0,30.18,6.21,4000.0,68.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
16242,91.4,62.6,38.45,260.0,3.0,29.83,6.21,3500.0,91.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
28408,60.8,57.2,87.92,180.0,3.0,30.09,6.21,3000.0,60.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
3811,66.2,48.2,52.25,180.0,4.0,30.09,6.21,3000.0,66.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
15696,75.2,62.6,64.91,150.0,16.0,29.94,6.21,4000.0,75.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
39386,73.4,59.0,60.67,90.0,7.0,29.94,6.21,2500.0,73.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
23204,64.4,60.8,88.09,50.0,1.0,30.03,4.35,3000.0,64.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
33853,78.8,66.2,65.33,180.0,8.0,29.94,6.21,3000.0,78.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
13034,59.0,57.2,93.74,200.0,1.0,30.12,3.11,2000.0,59.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
8752,66.2,62.6,88.18,50.0,1.0,30.03,6.21,800.0,66.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
541,68.0,66.2,93.97,240.0,3.0,30.06,3.11,1000.0,68.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
773,80.6,77.0,88.83,100.0,6.0,29.94,6.21,2500.0,87.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3957,55.4,55.4,100.0,190.0,2.0,30.15,3.73,3000.0,55.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7941,64.4,59.0,82.62,30.0,2.0,29.91,6.21,2000.0,64.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33307,73.4,68.0,83.21,220.0,5.0,29.97,6.21,900.0,73.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2957,66.2,64.4,93.92,50.0,4.0,30.15,2.49,400.0,66.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
25260,77.0,60.8,57.36,90.0,6.0,30.03,6.21,3000.0,77.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
27116,68.0,59.0,72.92,140.0,9.0,30.06,6.21,2000.0,68.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
11421,66.2,62.6,88.18,0.0,0.0,30.15,6.21,3000.0,66.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2511,82.4,64.4,54.55,220.0,4.0,30.0,6.21,2000.0,83.98,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16240,91.4,64.4,40.96,70.0,4.0,29.88,6.21,3500.0,93.19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
33371,71.6,62.6,73.27,140.0,13.0,29.97,6.21,3000.0,71.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
36380,60.8,46.4,59.01,140.0,2.0,30.15,6.21,3000.0,60.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
30379,55.4,51.8,87.65,180.0,3.0,30.18,6.21,3000.0,55.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1907,60.8,59.0,93.79,150.0,2.0,30.21,6.21,3000.0,60.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
5923,59.0,50.0,72.01,0.0,0.0,30.12,6.21,3000.0,59.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
19356,64.4,64.4,100.0,0.0,0.0,30.03,3.11,600.0,64.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
6717,68.0,62.6,82.86,0.0,0.0,30.03,6.21,2000.0,68.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
25458,77.0,68.0,73.78,160.0,10.0,29.88,3.11,4000.0,77.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5339,73.4,59.0,60.67,210.0,10.0,30.06,6.21,3000.0,73.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
22120,69.8,50.0,49.37,70.0,6.0,30.27,6.21,3000.0,69.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
25426,66.2,59.0,77.6,360.0,3.0,30.03,4.97,1900.0,66.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
26736,66.2,46.4,48.83,0.0,0.0,29.97,6.21,3000.0,66.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
21840,44.6,42.8,93.35,190.0,2.0,30.3,6.21,3000.0,44.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
40235,69.8,55.4,60.21,150.0,14.0,30.03,6.21,2500.0,69.8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
34457,87.8,57.2,35.53,250.0,7.0,29.85,6.21,4000.0,86.58,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
32511,75.2,62.6,64.91,150.0,17.0,29.94,1.86,3000.0,75.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
38143,53.6,48.2,81.87,190.0,3.0,30.12,4.97,3000.0,53.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10681,71.6,68.0,88.43,200.0,2.0,30.12,6.21,2000.0,72.62,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
32585,75.2,64.4,69.14,300.0,2.0,29.85,4.35,3000.0,75.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
13186,78.8,51.8,39.02,0.0,2.0,30.06,4.35,2000.0,78.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
27754,71.6,60.8,68.75,70.0,4.0,30.12,6.21,1500.0,71.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
5623,78.8,51.8,39.02,60.0,4.0,30.12,6.21,3000.0,78.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8640,82.4,68.0,61.81,300.0,13.0,29.91,6.21,3000.0,85.38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
29580,78.8,62.6,57.6,220.0,3.0,30.0,6.21,4000.0,78.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
37860,60.8,53.6,77.14,120.0,8.0,30.36,6.21,3000.0,60.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38109,69.8,57.2,64.26,30.0,5.0,30.18,4.97,3000.0,69.8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
35513,69.8,57.2,64.26,110.0,4.0,30.18,6.21,2500.0,69.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
14518,66.2,60.8,82.74,210.0,1.0,29.97,4.35,3000.0,66.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
615,71.6,66.2,83.09,0.0,0.0,29.97,6.21,3000.0,71.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
38119,75.2,50.0,41.14,60.0,5.0,30.03,6.21,3000.0,75.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
18512,73.4,69.8,88.51,140.0,3.0,29.97,6.21,2000.0,74.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
13570,73.4,57.2,56.88,130.0,9.0,30.24,6.21,4000.0,73.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
7673,66.2,60.8,82.74,140.0,8.0,30.03,6.21,2000.0,66.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
32935,73.4,66.2,78.19,140.0,7.0,30.0,6.21,1700.0,73.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
15984,87.8,66.2,48.84,310.0,7.0,29.8,6.21,3000.0,90.31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
22956,64.4,53.6,67.95,120.0,5.0,30.3,6.21,2000.0,64.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
4095,62.6,55.4,77.29,120.0,8.0,30.3,6.21,4000.0,62.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
8105,68.0,64.4,88.26,0.0,0.0,29.83,6.21,2000.0,68.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20930,68.0,64.4,88.26,170.0,3.0,30.12,4.97,1300.0,68.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
32589,71.6,66.2,83.09,20.0,3.0,29.91,6.21,2500.0,71.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
24264,66.2,60.8,82.74,200.0,6.0,30.15,6.21,4000.0,66.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
20358,66.2,66.2,100.0,200.0,1.0,30.06,2.49,500.0,66.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
34279,66.2,62.6,88.18,90.0,3.0,30.03,6.21,2000.0,66.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
20612,68.0,60.8,77.75,110.0,7.0,30.15,6.21,1700.0,68.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
3023,62.6,59.0,88.0,0.0,0.0,29.94,2.49,800.0,62.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
26824,87.8,64.4,45.88,290.0,16.0,29.94,6.21,4000.0,89.33,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7049,71.6,68.0,88.43,300.0,7.0,30.0,3.73,600.0,72.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
40522,87.8,57.2,35.53,280.0,11.0,29.77,6.21,4000.0,86.58,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
28470,66.2,57.2,72.74,140.0,7.0,30.15,6.21,3000.0,66.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
17718,82.4,66.2,58.08,100.0,7.0,29.94,6.21,2300.0,84.63,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
16754,73.4,64.4,73.44,330.0,2.0,30.03,6.21,1700.0,73.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
13686,82.4,53.6,37.07,330.0,4.0,30.03,6.21,3000.0,82.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
14290,78.8,57.2,47.52,280.0,6.0,30.03,6.21,4000.0,78.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
34685,86.0,57.2,37.62,60.0,5.0,30.09,6.21,4000.0,84.97,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
30547,60.8,55.4,82.37,240.0,8.0,30.27,6.21,2600.0,60.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
8197,64.4,59.0,82.62,120.0,6.0,30.09,6.21,4000.0,64.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
501,69.8,68.0,94.01,190.0,2.0,30.12,3.11,1000.0,69.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
38012,66.2,53.6,63.82,140.0,6.0,30.15,6.21,2600.0,66.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28010,71.6,68.0,88.43,360.0,2.0,29.85,6.21,3000.0,71.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
6313,78.8,60.8,54.05,210.0,11.0,30.12,6.21,4000.0,78.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
25156,69.8,64.4,82.98,60.0,5.0,29.94,6.21,3000.0,69.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3313,64.4,60.8,88.09,60.0,4.0,30.06,6.21,800.0,64.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
29124,77.0,51.8,41.42,230.0,4.0,30.03,6.21,3000.0,77.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14772,62.6,59.0,88.0,170.0,4.0,30.03,6.21,2000.0,62.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
31413,93.2,39.2,15.27,310.0,3.0,30.03,6.21,3000.0,88.92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
11217,57.2,55.4,93.69,0.0,0.0,30.3,3.11,1000.0,57.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
21926,60.8,55.4,82.37,350.0,4.0,30.27,6.21,1000.0,60.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
32827,82.4,64.4,54.55,30.0,5.0,30.06,6.21,3500.0,83.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
32111,69.8,62.6,77.9,170.0,9.0,30.03,6.21,4000.0,69.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
28962,55.4,53.6,93.65,190.0,4.0,30.27,4.97,3500.0,55.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
35037,77.0,66.2,69.33,130.0,5.0,30.09,6.21,3000.0,77.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
34923,68.0,64.4,88.26,360.0,2.0,30.03,6.21,3000.0,68.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
10491,73.4,69.8,88.51,170.0,4.0,29.94,6.21,3000.0,74.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4177,62.6,55.4,77.29,60.0,5.0,30.36,3.73,1200.0,62.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8233,73.4,62.6,68.94,300.0,4.0,30.12,4.35,2000.0,73.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
15016,64.4,60.8,88.09,0.0,0.0,29.97,3.73,1000.0,64.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
18116,73.4,64.4,73.44,330.0,2.0,30.06,6.21,3000.0,73.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
24406,66.2,59.0,77.6,70.0,3.0,29.85,6.21,4000.0,66.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
26016,71.6,66.2,83.09,140.0,5.0,30.09,6.21,3000.0,71.6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11965,69.8,57.2,64.26,290.0,11.0,29.88,6.21,2500.0,69.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16670,68.0,62.6,82.86,130.0,6.0,29.91,6.21,4000.0,68.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
36058,60.8,55.4,82.37,130.0,5.0,30.27,6.21,3600.0,60.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
20624,62.6,60.8,93.83,0.0,0.0,30.12,3.73,1700.0,62.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
7959,68.0,60.8,77.75,130.0,9.0,29.97,6.21,2000.0,68.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
4505,68.0,57.2,68.35,40.0,5.0,30.36,6.21,1700.0,68.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
